mass_B
t,y,v_{y}
25.23,-0.015061099033433459,NaN
25.246666666666663,-0.012934714653019305,0.14265080408645442
25.263333333333335,-0.01030607223055141,0.18777893364884152
25.28,-0.006675416864723616,0.16660774678180162
25.296666666666663,-0.0047524806711589235,0.15023442770291404
25.31333333333333,-0.0016676026079606304,0.17787526937451018
25.33,0.0011766949746583738,0.1816265854688184
25.34666666666667,0.004386616907668242,0.17564732761163387
25.363333333333337,0.007031605895047088,0.15526867489807747
25.38,0.009562239404269979,0.17750567685337076
25.396666666666665,0.012948461790158475,0.1354421126081903
25.413333333333327,0.014076976491208912,0.07952258654252926
25.43,0.015599214674909587,0.07362051318005484
25.446666666666673,0.01653099359721165,0.06327221429721935
25.463333333333335,0.017708288484816995,0.03486294489410659
25.48,0.017693091760348348,-0.034489832543617954
25.496666666666663,0.01655862740002992,-0.06785723314582108
25.513333333333335,0.01543118398882086,-0.06781153719830166
25.53,0.01429824282675285,-0.06884830612345977
25.546666666666663,0.013136240451372586,-0.1266739212963936
25.56333333333333,0.01007577878354042,-0.154572689427051
25.58,0.007983817470470625,-0.15346498165364095
25.59666666666667,0.00496027939508438,-0.14264515100141736
25.613333333333337,0.003228979103755969,-0.1837806793820798
25.63,-0.0011657432509839527,-0.22295682196124156
25.646666666666665,-0.004202914961617538,-0.15962864957657336
25.663333333333327,-0.006486698236868857,-0.1659450860417389
25.68,-0.009734417829675768,-0.1319734131463585
25.696666666666673,-0.010885812008415763,-0.13106399853169604
25.713333333333335,-0.014103217780732522,-0.16489141277397065
25.73,-0.01638219243421389,-0.06903504986413214
25.746666666666663,-0.016404386109536553,-0.006121346509932254
25.763333333333335,-0.016586237317878325,-0.005781965850987296
25.78,-0.01659711830456949,3.615195862961968E-4
25.796666666666663,-0.01657418666500178,0.02261417615182947
25.81333333333333,-0.01584331243284197,0.039734787136136804
25.83,-0.015249693760463826,0.08075000233939919
25.84666666666667,-0.013151645688194616,0.10902524278648536
25.863333333333337,-0.011615519000913732,0.12017599027469641
25.88,-0.009145779345705402,0.17133227809428087
25.896666666666665,-0.005904443064438644,0.17120461239229048
25.913333333333327,-0.003438958932629979,0.16528152830652448
